# -608257.273578
0. *NULL* 
-2.91650384399e-17 ,  _,
-7.97710035021 VP  VBD NP ADVP PP
-17.2838412165 VP  MD NP VP ADVP
-9.58626586967 VP  _are NP NP
-9.58626586967 VP  _thought NP VBD NP VP
-8.48795624444 VP  _gave PRP NP
-17.2838412165 VP  VBP NP PP NP
-6.64225701859 VP  _'s _not ADJP
-9.5858120462 VP  VBD ADVP VP
-8.48795624444 VP  _seem TO VP
-8.48795624444 VP  _have DT _same NN
-9.5858120462 VP  COP NP ADVP ADVP
-9.58626586967 VP  _let PRP VP
-17.2838412165 VP  VBZ NOT
-7.64074487615 VP  VBG _*T* ADVP
-7.18878334246 VP  _hurt
-9.5858120462 VP  MD NP ADVP
-7.10177540573 VP  _ride PP
-9.58626586967 VP  MD NP VB _*T*
-7.18878334246 VP  _want _to
-9.58626586967 VP  _say _*T*
-9.5858120462 VP  VB NP PRT S
-9.58626586967 VP  VBG _what PRT
-8.8933456781 VP  _pick NP PRT -NONE- RB
-9.5858120462 VP  AUX NP VB
-6.1209556135 VP  VB NP PP ADVP
-5.69486252972 VP  VBG PP
-8.8933456781 VP  VB NP _when
-6.00318834602 VP  _do _that
-7.79488474406 VP  MD PRP VP
-7.64074487615 VP  COP DT _what
-6.06034601782 VP  _do _n't _know
-5.84903946828 VP  _do
-7.97710035021 VP  _to
-7.18878334246 VP  _went PP
-8.8933456781 VP  _stand _up PP
-7.97719116436 VP  COP _upstairs
-8.48780490127 VP  VBG NP ADJP
-7.79480906388 VP  VBZ PRT
-17.2838412165 VP  COP NP ADVP PP NP
-9.58626586967 VP  _call SBAR _*T*
-7.38944486395 VP  _frighten NP
-8.20031201136 VP  _say _the JJ _words
-8.8933456781 VP  _'s ADVP S
-7.79488474406 VP  _going VP
-6.06034601782 VP  _pick NP _up
-8.48780490127 VP  VB NP PP NP
-9.58626586967 VP  COP _that SBAR NP
-17.2838412165 VP  VBP PRT PP
-9.58626586967 VP  COP _that _*T*
-7.5071648308 VP  VB NP S
-6.59096491926 VP  VB NN
-8.48795624444 VP  _pick _them _up IN NP
-8.8933456781 VP  _is NP PP RB
-8.48795624444 VP  _does NP VP
-7.50722159254 VP  _understand SBAR
-7.38944486395 VP  _write
-7.38934395577 VP  COP NOT NP
-7.64074487615 VP  _cry
-6.94763013206 VP  VB IN _*T*
-17.2838412165 VP  COP NOT ADVP NP
-7.10177540573 VP  COP RB NP
-4.73467899159 VP  VB NP _*T*
-8.20031201136 VP  _does WHNP
-5.5977274428 VP  VP _and VP
-17.2838412165 VP  VBD NP PP S
-7.5071648308 VP  COP NOT VP
-7.38939440859 VP  VBZ ADVP PP
-7.79488474406 VP  _take _care PP
-7.64068000638 VP  VBD INTJ
-9.58626586967 VP  MD _n't SBAR
-7.28399857569 VP  AUX NOT NP VP
-9.5858120462 VP  VB SBAR ADVP SBAR
-6.49559487967 VP  _see
-8.89311868911 VP  VBP NP ADVP ADVP
-8.89311868911 VP  COP NP ADJP ADVP
-8.8933456781 VP  VBP PRP NP ADVP
-6.40864714683 VP  _wait
-9.5858120462 VP  MD NP INTJ VP
-7.64074487615 VP  _show PRP NP
-9.5858120462 VP  VB ADVP PP ADVP
-6.59096491926 VP  _go VP
-7.18878334246 VP  _happens
-17.2838412165 VP  COP NP NP ADVP PP
-17.2838412165 VP  VBZ PRT NP
-8.48795624444 VP  _fell _down PP
-7.79488474406 VP  _close _the _door
-7.97719116436 VP  _put _it ADVP
-7.50722159254 VP  _'ve VBN NP ADVP
-8.8933456781 VP  _are _there NP PP
-17.2838412165 VP  AUX WHNP VP
-6.81410279406 VP  _broken
-5.01199487545 VP  VB PP
-7.38944486395 VP  COP RB _there
-6.69629768339 VP  VB NP PRT
-8.48795624444 VP  AUX NP DT NN
-7.18878334246 VP  _named NP
-9.5858120462 VP  ADVP VBG PRT NP
-8.48780490127 VP  VBP NP PP ADVP
-6.69632291202 VP  _tell NNP SBAR
-9.58626586967 VP  COP _n't NP NP PP
-8.48795624444 VP  _fall _down
-17.2838412165 VP  IN NP
-7.38944486395 VP  _give _him NP
-8.20031201136 VP  _thought PRP _were VP
-7.38944486395 VP  _play IN NP ADVP
-7.38944486395 VP  _trying TO VP
-7.97719116436 VP  AUX VBN ADVP
-9.5858120462 VP  VBZ WHNP NP PP
-6.81410279406 VP  _take NP PP
-7.79488474406 VP  _finish VP
-17.2838412165 VP  VB NP ADVP NP
-7.02170067761 VP  VB NP PP SBAR
-9.58626586967 VP  NOT _not VB NP PP ADVP
-5.87313675614 VP  _'re ADJP
-17.2838412165 VP  VB ADJP PP
-6.81410279406 VP  _know
-7.28408939397 VP  _ask _Cromer SBAR
-8.8933456781 VP  _sticking RB
-17.2838412165 VP  VB WHNP SBAR
-7.28408939397 VP  AUX _going _to VP
-9.58626586967 VP  _is -NONE-
-17.2838412165 VP  VBG PRT NP
-8.20019849754 VP  VBG NP SBAR
-9.5858120462 VP  VB NP PRT SBAR ADVP
-8.8933456781 VP  _wants TO VB
-7.64074487615 VP  _show NNP NP
-9.5858120462 VP  AUX NOT ADVP VP
-7.38944486395 VP  AUX RB VP
-7.64074487615 VP  _will VP
-6.15268874735 VP  COP
-8.8933456781 VP  AUX NP RB VP
-9.5858120462 VP  JJ ADJP
-17.2838412165 VP  VP CC VP CC VP
-8.8933456781 VP  MD NOT PRP _please VP
-9.5858120462 VP  ADVP NP
-8.8933456781 VP  ADVP VBD NP RP
-8.89311868911 VP  VB PP SBAR
-7.28408939397 VP  _be _a NN
-7.97719116436 VP  _let _me _see SBAR
-8.8933456781 VP  _saying INTJ
-8.8933456781 VP  _write PRT SBAR
-17.2838412165 VP  COP ADVP ADVP NP
-7.38944486395 VP  VB _him PP
-9.58626586967 VP  VP CC _see WHNP NP VP ADVP
-17.2838412165 VP  COP NOT ADJP S
-17.2838412165 VP  COP ADVP NP
-8.8933456781 VP  VBZ _n't
-6.40864714683 VP  _get NP
-8.8933456781 VP  _seen _a NN SBAR
-7.79480906388 VP  VB NP NP PP
-5.45953424242 VP  COP ADJP
-8.8933456781 VP  ADVP _put NP IN _it
-6.94763013206 VP  VB _them PP
-17.2838412165 VP  VBP SBAR ADVP
-8.89311868911 VP  VB NP SBAR SBAR
-8.20031201136 VP  _'re _going TO VB
-17.2838412165 VP  VBD NP CC
-7.97719116436 VP  _write _with -NONE-
-6.75347984181 VP  _'re VBG -NONE-
-7.50722159254 VP  _get _hurt
-7.38944486395 VP  _make NP
-5.82550922233 VP  _let NP VP
-7.97719116436 VP  VBG TO VP
-9.5858120462 VP  VB NP ADVP PP SBAR
-7.38939440859 VP  VBP
-6.87863942304 VP  _get PP
-7.38944486395 VP  COP _not
-4.85928385517 VP  VBG
-9.58626586967 VP  VP CC VP _, SBAR
-8.20031201136 VP  _need _a JJ _spanking
-7.64074487615 VP  _to VB NP
-6.94763013206 VP  _think RB NP VP
-6.81410279406 VP  VB NP _in
-9.58626586967 VP  VBP PRT _like _that
-9.5858120462 VP  RB VBD SBAR
-6.87863942304 VP  _has TO VP
-17.2838412165 VP  COP NOT NP ADJP
-8.8933456781 VP  _have _a JJ NN
-8.48780490127 VP  COP NP _*T*
-7.10177540573 VP  _show PRP
-8.8933456781 VP  AUX NP _see
-6.2908662136 VP  _write PP
-7.38944486395 VP  _know SBAR ADVP
-9.5858120462 VP  VBN PP ADVP
-6.75347984181 VP  VP _and VP -NONE-
-7.10177540573 VP  VBG _up
-7.50722159254 VP  VB TO VB
-7.79488474406 VP  VBN _to VP
-17.2838412165 VP  VBZ S
-17.2838412165 VP  VBD PP PP
-8.8933456781 VP  _being ADJP
-8.89311868911 VP  VBP PRT NP
-8.20031201136 VP  _stepped _on NP
-4.49294183787 VP  MD VP
-8.20031201136 VP  VBD PP RB
-7.64074487615 VP  _put _them RP
-9.5858120462 VP  VBD PP PP ADVP
-8.8933456781 VP  _read
-8.48795624444 VP  VBG _the NN PRT
-7.38944486395 VP  _is NP NP PP
-8.8933456781 VP  VBP PP _*T*
-7.50722159254 VP  _'ve _had ADJP
-7.79480906388 VP  VBZ NP NP
-8.8933456781 VP  COP NOT IN NP
-9.5858120462 VP  VBD PRT ADVP
-6.54217583634 VP  VB NP RB PP
-5.94910983803 VP  _have TO VP
-6.32860589468 VP  _want TO VP
-9.5858120462 VP  TO VP PP
-17.2838412165 VP  COP VP
-6.75345312919 VP  VBZ NP VP
-7.97719116436 VP  VB _some _more
-9.58626586967 VP  _'s NP -NONE-
-9.5858120462 VP  VB , NP
-8.48795624444 VP  MD NOT _have VP
-7.10177540573 VP  _does _n't _it
-17.2838412165 VP  VBD ADVP NP
-9.5858120462 VP  VBG ADVP VP
-7.18874206023 VP  VBZ -NONE-
-7.64074487615 VP  AUX _n't WP
-9.58626586967 VP  ADVP VBZ NP PRT WHADVP PRP VP
-9.5858120462 VP  VBP ADJP NP
-9.58626586967 VP  VB _it PP PP _*T*
-9.58626586967 VP  VBP _n't NP PP
-7.79488474406 VP  _makes PRP VP
-7.97719116436 VP  VBD NP RP PP
-17.2838412165 VP  COP ADJP PP PP
-7.50722159254 VP  _open NP
-8.8933456781 VP  _all VBN
-17.2838412165 VP  VP CC ADVP VP
-17.2838412165 VP  VB NP ADVP PRT
-17.2838412165 VP  VBD NP PRT PP
-5.9231466087 VP  _do NOT VB NP
-17.2838412165 VP  VB NP NP CC
-17.2838412165 VP  COP NOT ADVP VP
-9.5858120462 VP  VBG NP S
-17.2838412165 VP  MD VP SBAR
-6.49565680365 VP  _think _that VP
-8.48795624444 VP  _can _n't WHNP
-8.89311868911 VP  VB FRAG
-7.18878334246 VP  _'s _part IN NP
-7.97719116436 VP  VB RP ADVP
-6.36782590918 VP  _'s NN
-7.5071648308 VP  RB VB NP
-5.3100474728 VP  _did
-7.79488474406 VP  _'re ADVP VBG
-7.02170067761 VP  VB PP PP
-7.28408939397 VP  _is _that SBAR
-9.5858120462 VP  ADVP MD VP
-8.8933456781 VP  COP ADVP _not JJ
-7.38944486395 VP  _use NP _for -NONE-
-8.20031201136 VP  VBZ NP -NONE-
-7.38944486395 VP  _'re _not ADJP
-7.50722159254 VP  VB IN NP PP
-8.48795624444 VP  COP _not _really NP
-9.58626586967 VP  VB _what PP
-8.8933456781 VP  _say VP _, NNP
-7.02170067761 VP  VBP NP PP
-9.5858120462 VP  AUX NOT NP ADVP VP
-7.64074487615 VP  _excuse _me
-17.2838412165 VP  COP WHNP NP
-8.8933456781 VP  COP WHNP _?
-17.2838412165 VP  AUX NP VP NP
-7.64074487615 VP  VBZ _*T*
-6.09019857622 VP  _turn _it PRT
-9.5858120462 VP  AUX NP ADJP ADVP
-7.10177540573 VP  _write NP
-7.79488474406 VP  _get RP NP
-17.2838412165 VP  NN
-9.58626586967 VP  VB NP WHNP SQ
-9.5858120462 VP  VP ADJP ADVP
-7.10177540573 VP  AUX NOT _need NP
-8.8933456781 VP  _was _made PP
-7.79488474406 VP  _can _n't VB NP
-7.28408939397 VP  _live PP
-7.2840439838 VP  VB VB
-8.20031201136 VP  _are _n't _you _going TO VP
-17.2838412165 VP  AUX NOT S
-8.8933456781 VP  _'s _not ADVP PP
-7.28408939397 VP  _step IN NP
-7.18878334246 VP  VBG _that -NONE-
-7.79488474406 VP  _have _to VB NP IN NP
-8.20031201136 VP  _have TO
-17.2838412165 VP  MD NOT SBAR
-9.5858120462 VP  VP , VP , CC VP
-17.2838412165 VP  AUX WHNP
-7.97710035021 VP  VP CC VP
-9.58626586967 VP  _find PRT
-7.28408939397 VP  VBP _so
-7.28408939397 VP  VB IN NP SBAR
-6.69632291202 VP  VB _that
-8.89311868911 VP  COP PP SBAR
-7.2840439838 VP  VBP NP ADVP
-7.02173560906 VP  VB _up
-5.28263639537 VP  _want _to VP
-8.20031201136 VP  VBD _the NN
-6.69624722803 VP  AUX NOT VP
-7.64074487615 VP  AUX VBG
-6.87860914891 VP  VBD WHNP
-17.2838412165 VP  VBG S
-5.67468781115 VP  COP _a NN
-6.21940840958 VP  _use NP
-17.2838412165 VP  VB PP NP SBAR
-7.02173560906 VP  VB _it PP ADVP
-8.48795624444 VP  _want TO ADVP
-17.2838412165 VP  COP NOT SBAR
-17.2838412165 VP  VB FRAG NP
-7.97719116436 VP  MD _n't NP
-8.89311868911 VP  VB S ADVP
-8.48795624444 VP  VB _more
-7.97719116436 VP  _'s _just ADJP
-9.58626586967 VP  _did PRP VP
-7.02173560906 VP  _talk
-7.64068000638 VP  COP NP VP
-5.00174778652 VP  VB _it
-6.81410279406 VP  _break _it
-17.2838412165 VP  ADVP AUX NOT VP
-17.2838412165 VP  VB NP PP S ADVP
-7.50722159254 VP  _did _you VP
-7.50722159254 VP  COP ADJP _to VP
-9.58626586967 VP  VB NP _either
-9.5858120462 VP  VBG NP NP PP
-17.2838412165 VP  ADVP VBN
-9.58626586967 VP  _had NP ADVP PP ADVP
-17.2838412165 VP  AUX NOT WHNP
-8.89311868911 VP  COP NP PP PP
-6.75347984181 VP  VB _it PRT PP
-7.79488474406 VP  VBP RB ADVP
-6.2908493943 VP  VB NP VP
-7.10177540573 VP  _is NP VP
-9.5858120462 VP  VBD PP NP PP
-8.48795624444 VP  _see NP ADVP
-7.02173560906 VP  _stop
-17.2838412165 VP  NP VP PP
-6.87863942304 VP  _does
-8.8933456781 VP  VBP NP IN _one NN PP
-17.2838412165 VP  ADVP VBD NP PRT
-7.1017375635 VP  MD NOT VP
-17.2838412165 VP  MD NOT NP VP
-17.2838412165 VP  VBP NP PP PP
-8.8933456781 VP  _march
-17.2838412165 VP  VBP PRT
-8.20019849754 VP  AUX ADVP VP
-7.64074487615 VP  _was -NONE-
-8.48795624444 VP  _take NP _and _put _it _up
-6.2908662136 VP  _put NP PRT ADVP
-17.2838412165 VP  IN VP
-8.89311868911 VP  VB ADJP S
-8.20031201136 VP  COP _just _a _little _baby
-6.81410279406 VP  _mean NP
-6.2908662136 VP  _are
-7.64074487615 VP  VBG PP _*T*
-7.79488474406 VP  MD _probably VP
-7.38939440859 VP  VBN VP
-7.97719116436 VP  _help VP
-9.5858120462 VP  VB NP PP NP SBAR
-17.2838412165 VP  VBD NOT
-6.75347984181 VP  COP DT NN PP
-8.20031201136 VP  _like VP
-9.5858120462 VP  COP NP ADJP NP
-7.79488474406 VP  VB _to
-17.2838412165 VP  COP PP NP
-8.89311868911 VP  COP NOT NP ADJP ADVP
-17.2838412165 VP  AUX NP VP SBAR
-8.48795624444 VP  _come PRT
-17.2838412165 VP  VBD ADVP SBAR SBAR
-7.79488474406 VP  COP DT
-4.54328599265 VP  _have NP
-7.79488474406 VP  VBG _around
-17.2838412165 VP  VB S PP
-9.5858120462 VP  VBD ADVP PP ADVP
-17.2838412165 VP  VBP NP PRT ADVP
-9.5858120462 VP  VBG PRT NP PP
-7.79488474406 VP  MD NOT VB NP
-8.8933456781 VP  _'s RB JJ
-9.58626586967 VP  AUX _n't _you VP CC _see WHNP NP VP ADVP
-8.48795624444 VP  _bring NP _back ADVP
-7.18874206023 VP  VB ADVP ADVP
-7.50722159254 VP  _open _it
-6.75347984181 VP  _can _'t VP
-7.2840439838 VP  _doing -NONE-
-17.2838412165 VP  NOT NOT VB NP PP ADVP
-7.02173560906 VP  _may _break NP
-9.58626586967 VP  AUX NP _have NP
-9.5858120462 VP  MD S
-8.89311868911 VP  VB NP PP ADVP SBAR
-8.8933456781 VP  _come PRT PP
-6.45118619425 VP  VB VP
-5.92313496448 VP  _put _it PP
-7.79488474406 VP  _take NP PRT ADVP
-8.48780490127 VP  VB PRT PP
-7.18878334246 VP  _break NP
-9.5858120462 VP  AUX VP VP
-6.94763013206 VP  _say VP
-7.97719116436 VP  _count
-9.5858120462 VP  TO WHNP
-8.20031201136 VP  COP _not NP ADVP
-5.8978177387 VP  COP NP ADVP
-7.97719116436 VP  _gave _me NP
-7.97719116436 VP  _thought PRP _said PRP VP
-7.79488474406 VP  VB _the _puzzle
-5.82548810033 VP  _go PP
-9.5858120462 VP  VBP PP ADVP SBAR
-8.20031201136 VP  _says VP
-8.20019849754 VP  VB PRT SBAR
-9.58626586967 VP  AUX _n't NP
-7.50722159254 VP  _thought NP VP
-17.2838412165 VP  VB SBAR ADVP
-6.09019857622 VP  VB _a NN PP
-17.2838412165 VP  MD NOT VP ADVP
-7.64074487615 VP  _'s _right
-7.38944486395 VP  _ask _her SBAR
-7.02170067761 VP  VB WHADVP
-7.97719116436 VP  COP _what _*T*
-8.20031201136 VP  VB _very _well
-9.5858120462 VP  VB ADVP ADVP ADVP
-8.8933456781 VP  _let NP VP ADVP
-8.20019849754 VP  VB PP ADVP SBAR
-8.89311868911 VP  AUX NOT ADVP
-17.2838412165 VP  VBN ADJP
-6.36782590918 VP  _'re VBG
-8.8933456781 VP  _drinking NP
-8.20031201136 VP  _does NOT _have NP
-6.87863942304 VP  _want _to VB
-8.8933456781 VP  _is NP PP
-7.97719116436 VP  VBG _in
-8.8933456781 VP  _'s _hard TO VB NP
-8.8933456781 VP  COP _not _big RB S
-5.63546744733 VP  _want NP _to VP
-7.18878334246 VP  _got NP PP
-8.48780490127 VP  VBP NOT
-8.48795624444 VP  _have NNS _on
-6.64225701859 VP  _look _like _*T*
-6.87863942304 VP  AUX _n't RB VP
-9.5858120462 VP  TO ADVP PP
-5.54366066415 VP  _did _n't VP
-6.81410279406 VP  _give _it PP
-7.79480906388 VP  VBP SBAR
-6.45120593856 VP  _is _that NP
-8.89311868911 VP  COP NP ADJP SBAR
-17.2838412165 VP  COP WHNP .
-17.2838412165 VP  COP ADVP SBAR
-7.97719116436 VP  _playing
-9.5858120462 VP  AUX NP ADVP
-7.64074487615 VP  VBP NP RP
-8.48795624444 VP  _needs NP SBAR
-8.8933456781 VP  _put _them _back PP
-8.20031201136 VP  _know _that COP NP _*T*
-7.10177540573 VP  _be NP
-9.58626586967 VP  AUX NOT PRP VP
-7.02173560906 VP  _'s VBG NP
-7.64074487615 VP  _let _'s VB
-7.50722159254 VP  _'re _going VP
-7.79488474406 VP  _fall PP
-5.25593875661 VP  VBG NP
-8.20031201136 VP  _to _go PP
-7.79488474406 VP  _picking NP PRT
-7.2840439838 VP  VBP ADVP PP
-5.7580686303 VP  _'re NP
-8.89311868911 VP  VBG PRT
-8.8933456781 VP  VBD NP _in _the NN PP
-9.5858120462 VP  VBP NP WHNP
-5.5262533993 VP  _'ll VP
-6.94763013206 VP  VP CC VB NP
-17.2838412165 VP  COP NP PP NP
-8.20031201136 VP  _got VP
-8.8933456781 VP  VBZ NNS _in _it SBAR
-8.8933456781 VP  _waiting COMP NP TO VB
-7.64068000638 VP  VBG ADJP
-17.2838412165 VP  AUX NP
-6.54215421168 VP  VBG ADVP
-7.10177540573 VP  _have _one
-9.5858120462 VP  AUX NOT
-9.5858120462 VP  VBG PRT ADVP
-7.97719116436 VP  COP ADJP _*T*
-8.8933456781 VP  _threw _it _up ADJP
-7.38939440859 VP  COP ADJP ADVP
-7.79488474406 VP  VB _a WP
-8.48795624444 VP  _'s JJ
-7.50722159254 VP  _put NP _in NP
-7.97719116436 VP  COP _all _gone
-6.81410279406 VP  _make DT NN
-7.2840439838 VP  VB ADVP
-8.8933456781 VP  _'ve _to VP
-17.2838412165 VP  VB WHNP PP
-9.5858120462 VP  VB PRT WHNP
-7.79488474406 VP  _'s _crying
-6.15270339626 VP  VB WHNP
-7.97719116436 VP  VB VBN
-7.97710035021 VP  VBP ADVP
-9.5858120462 VP  TO VP NP
-7.97719116436 VP  _think _it VBZ ADVP
-17.2838412165 VP  VB WHNP PRT
-7.79480906388 VP  VBP VP
-7.64074487615 VP  _was _just VP
-8.8933456781 VP  _does NP IN _the NN
-7.79488474406 VP  _is NN
-8.20031201136 VP  _touch
-6.40864714683 VP  _'re JJ
-8.48795624444 VP  _make PRP ADJP
-8.8933456781 VP  COP ADJP ADVP -NONE-
-17.2838412165 VP  AUX NOT NP VP SBAR
-6.09019857622 VP  _think _it VP
-7.79480906388 VP  COP -NONE-
-6.87863942304 VP  _put _it PRT
-7.28408939397 VP  _be VBN
-9.5858120462 VP  VBZ NP PP PP
-9.5858120462 VP  VBP NP PP SBAR
-17.2838412165 VP  VBD NP S
-7.50722159254 VP  AUX NOT VBG
-7.28408939397 VP  _'re PP
-17.2838412165 VP  VB PRT ADJP
-17.2838412165 VP  VBP NP S
-17.2838412165 VP  COP NOT NP ADJP VP
-8.8933456781 VP  COP NP RB ADJP
-5.92310003263 VP  _to VP
-9.58626586967 VP  _is _that NP _*T*
-7.97719116436 VP  VBD -NONE- ADVP
-7.38939440859 VP  VBZ NP PRT
-7.50722159254 VP  _help _you
-7.2840439838 VP  VBZ ADJP
-8.8933456781 VP  VB NNS PP IN NN
-9.5858120462 VP  VB NP PRT PP SBAR
-8.8933456781 VP  _is _round _like NP
-17.2838412165 VP  COP NOT NP NP PP
-9.5858120462 VP  VBP NP ADJP ADVP
-8.8933456781 VP  _is NOT NP
-8.8933456781 VP  VBD NP _and
-17.2838412165 VP  VBP ADJP PP
-8.20031201136 VP  _get NP PRT -NONE-
-8.8933456781 VP  _take NP RP S
-5.80250962309 VP  VB SBAR
-7.38944486395 VP  _'m VP
-8.89311868911 VP  COP NP S
-7.02173560906 VP  VBG NN
-8.20031201136 VP  _'m JJ S
-8.89311868911 VP  AUX NP VP ADVP
-9.5858120462 VP  MD NP WHNP ADVP
-8.8933456781 VP  _do _n't NP VP _and NP VP
-17.2838412165 VP  AUX NP SBAR
-9.5858120462 VP  VBN PRT ADVP
-8.48795624444 VP  _'m NOT VP
-5.758058758 VP  COP NP SBAR
-8.89311868911 VP  VBG ADVP SBAR
-9.58626586967 VP  VP _and VP ADVP SBAR
-8.8933456781 VP  _are NOT PRP
-9.5858120462 VP  ADVP VBG NP
-6.64225701859 VP  MD _n't VB
-6.18549224248 VP  _look
-6.2908662136 VP  _have NP ADVP
-8.8933456781 VP  RB _do _n't VP
-8.48795624444 VP  _color PRP
-9.58626586967 VP  VBG NP _over
-7.38944486395 VP  _said NP
-8.48795624444 VP  _play _the NN PP
-9.58626586967 VP  VBG NP _off
-9.5858120462 VP  VBP PP SBAR
-7.79480906388 VP  VB NP ADVP PP
-7.97710035021 VP  COP NOT NP NP
-7.97719116436 VP  _recognize NP
-8.89311868911 VP  VBD PRT PP
-8.20031201136 VP  _did _you VB NP
-8.8933456781 VP  _seen _a NN PP ADVP
-8.20019849754 VP  VBP ADVP SBAR
-6.87863942304 VP  VBD -NONE-
-8.8933456781 VP  _write _anymore
-9.5858120462 VP  ADVP VBN ADVP
-9.5858120462 VP  AUX
-7.97719116436 VP  _see _anything
-8.8933456781 VP  _picked NP PRT RB
-6.18550737989 VP  COP _a JJ NN
-7.18874206023 VP  VBD NP VP
-6.64208972457 VP  VBG -NONE-
-9.58626586967 VP  _can PP
-8.48795624444 VP  VBN NP RB
-7.79488474406 VP  _told NP PRP VP
-6.12096980485 VP  VB _it ADVP
-7.79480906388 VP  COP NOT ADJP ADVP
-7.97719116436 VP  VB VP _*T*
-7.18878334246 VP  _come ADVP
-7.79480906388 VP  COP NOT NP SBAR
-9.58626586967 VP  _had ADJP
-7.10177540573 VP  _'ve RB VP
-9.5858120462 VP  VBD WHNP PRT
-17.2838412165 VP  VBP NP PRT
-7.97719116436 VP  _put NP PRT SBAR
-7.02173560906 VP  _tell NP _about NP
-7.38944486395 VP  _says NP
-8.8933456781 VP  _are ADJP _like _that IN NNS
-17.2838412165 VP  VP CC NOT VP
-7.79488474406 VP  _need NP RB
-6.75347984181 VP  _have NP SBAR
-7.79488474406 VP  _does NP
-9.5858120462 VP  VBZ NP ADJP SBAR
-7.79480906388 VP  COP PP PP
-7.38944486395 VP  _stand _up
-7.64074487615 VP  _let _go
-7.50722159254 VP  _think S
-7.79488474406 VP  _sit RB
-8.8933456781 VP  COP NOT TO VP
-9.5858120462 VP  JJ NN VBG
-7.79480906388 VP  VBD ADVP PP
-17.2838412165 VP  VB NP SBARQ
-9.5858120462 VP  NP COP NP
-6.59096491926 VP  _tell PRP SBAR
-7.10177540573 VP  _eat _*T*
-8.8933456781 VP  VP CC COP _that DT NN
-6.06034601782 VP  _have _a NN
-9.58626586967 VP  _thank NP
-9.5858120462 VP  NN NP PP
-6.75347984181 VP  _must VP
-8.89311868911 VP  VBG PP NP
-5.24289678401 VP  _see SBAR
-17.2838412165 VP  VBP PP ADVP
-7.02173560906 VP  _guess
-8.89311868911 VP  MD NP VP
-8.20031201136 VP  _played _with NP
-9.5858120462 VP  ADVP VBN PRT PP
-7.64068000638 VP  COP NP ADJP
-7.79488474406 VP  _get ADJP
-7.38934395577 VP  VB PRT NP
-6.81410279406 VP  _going TO VB
-8.48795624444 VP  _show NP NP -NONE-
-6.18550737989 VP  AUX _n't _you VP
-7.50722159254 VP  _think NP MD VP
-8.89311868911 VP  VB SBARQ
-7.97710035021 VP  VB NP WHNP
-6.87863942304 VP  _saw NP
-7.18861822378 VP  _to VB
-17.2838412165 VP  AUX NP VP S
-7.02173560906 VP  _goes ADVP
-8.20031201136 VP  VB _that COP NP
-7.38944486395 VP  VB _over _there
-9.58626586967 VP  COP _that DT NN
-7.1017375635 VP  AUX PRP
-9.58626586967 VP  _just VB PRT
-8.89311868911 VP  COP ADVP WHNP
-9.58626586967 VP  COP _that NP
-8.48780490127 VP  ADVP VB NP PP
-8.20031201136 VP  _close _the NN
-8.8933456781 VP  _to VB _turns
-17.2838412165 VP  VBZ ADVP ADVP
-6.64220921745 VP  _is PP
-7.50722159254 VP  _'s VBG -NONE-
-7.97719116436 VP  _come _out
-17.2838412165 VP  VBD ADVP WHADVP
-6.75345312919 VP  VBD ADVP
-6.18550737989 VP  VB PRP VP
-6.81398927058 VP  TO VB
-17.2838412165 VP  COP NOT PP
-7.38944486395 VP  _go _get NP
-7.38944486395 VP  _do NP VB
-6.09019857622 VP  _do _*T*
-7.97719116436 VP  VB _down _*T*
-8.20031201136 VP  _put NP PP S
-6.87860914891 VP  AUX NP VP
-6.94763013206 VP  _'ve _got NP
-17.2838412165 VP  AUX NP PP
-5.54364472992 VP  VBZ PP
-17.2838412165 VP  VP CC VP ADVP SBAR
-7.97710035021 VP  VB PRT
-7.64074487615 VP  _'s SBAR
-7.64074487615 VP  _broke _it
-9.5858120462 VP  NP NP ADVP
-17.2838412165 VP  RB VBN NP
-7.5071648308 VP  COP NP NP SBAR
-7.50722159254 VP  MD NOT VB ADVP
-17.2838412165 VP  VBN NP PRT ADVP
-8.48780490127 VP  RB VBD NP
-17.2838412165 VP  AUX ADJP
-6.69632291202 VP  _have -NONE- PP
-17.2838412165 VP  COP NP SBAR NP
-8.8933456781 VP  AUX NP VP _*T*
-8.8933456781 VP  _'s _that -NONE- PP
-7.64068000638 VP  VBD SBAR
-8.48795624444 VP  VBD _a _mistake
-17.2838412165 VP  AUX FRAG VP
-6.54217583634 VP  _do NOT
-8.8933456781 VP  AUX NOT VBN NP RB
-8.8933456781 VP  VBZ NP RB _*T*
-17.2838412165 VP  VBD FRAG
-8.20031201136 VP  _show NNP SBAR
-9.58626586967 VP  COP _that
-9.5858120462 VP  VB ADVP NP
-17.2838412165 VP  VP
-8.8933456781 VP  _'re VBG NP _off
-9.58626586967 VP  VB NP IN NP
-7.38944486395 VP  _let PRP VB
-7.28408939397 VP  _think _that COP DT NN
-6.40860930388 VP  VBN NP
-6.49565680365 VP  _did NOT VB NP
-8.48795624444 VP  _be WP
-8.48795624444 VP  AUX NOT VBN RB
-8.20031201136 VP  VB _them
-8.8933456781 VP  _stop _crying
-8.8933456781 VP  VBG _any _boots _on
-17.2838412165 VP  COP ADVP ADVP
-6.87863942304 VP  _hear NP
-7.79488474406 VP  COP _not _a NN
-7.79488474406 VP  _take _one
-8.48780490127 VP  COP NOT ADVP
-8.48795624444 VP  _started VP
-9.58626586967 VP  _going S
